StockId,week1,weeks2,weeks3,weeks4,weeks5,weeks6
2544,0.298941799,0.521164021,0.010582011,0,0.169312169,0
2545,0.833333333,0.116666667,0.020833333,0.008333333,0.020833333,0
2546,0.73255814,0.244186047,0.015503876,0,0.007751938,0
2547,0.102253033,0.795493934,0.086655113,0.013864818,0.001733102,0
2548,0.644654088,0.174004193,0.011530398,0.009433962,0.15932914,0.001048218
2600,0.8,0,0,0,0.2,0
2602,1,0,0,0,0,0
2603,0.304347826,0.565217391,0,0,0.130434783,0
2604,0.998630137,0.000684932,0,0.000684932,0,0
2605,1,0,0,0,0,0
2606,0.465838509,0.335403727,0.037267081,0,0.161490683,0
2609,0.458333333,0.3125,0,0.020833333,0.208333333,0
2610,0.75,0.25,0,0,0,0
2611,0.666666667,0.166666667,0,0,0.166666667,0
2612,1,0,0,0,0,0
2613,0.892857143,0.035714286,0.035714286,0,0.035714286,0
2614,0.75,0.166666667,0.041666667,0,0.041666667,0
2615,1,0,0,0,0,0
2616,0.5,0.375,0,0,0.125,0
2617,0.516129032,0.483870968,0,0,0,0
2618,0.5,0.166666667,0.166666667,0.166666667,0,0
2619,0.714285714,0.142857143,0,0,0.142857143,0
2621,0.666666667,0,0.166666667,0.166666667,0,0
2622,0.742857143,0.028571429,0.021428571,0.014285714,0.192857143,0
2623,0.714285714,0.089285714,0.035714286,0,0.160714286,0
2624,0.8,0.2,0,0,0,0
2625,0.8,0,0.2,0,0,0
2626,1,0,0,0,0,0
2627,0.666666667,0,0,0.333333333,0,0
2628,0.666666667,0,0,0,0.333333333,0
2629,0,1,0,0,0,0
2630,0.571428571,0.183673469,0.102040816,0,0.142857143,0
2631,0.857142857,0.142857143,0,0,0,0
2632,0.453125,0.046875,0.0625,0.046875,0.390625,0
2633,0.714285714,0.142857143,0,0.142857143,0,0
2634,0.18,0.12,0.08,0.04,0.58,0
2635,0.541666667,0.208333333,0.125,0.125,0,0
2636,0.714285714,0.214285714,0,0,0.071428571,0
2637,0.75,0.25,0,0,0,0
2638,0.384615385,0.384615385,0.076923077,0,0.153846154,0
2639,0.548780488,0.268292683,0.036585366,0.012195122,0.134146341,0
2640,0.826086957,0.105590062,0.043478261,0.00621118,0.01863354,0
2641,0.631578947,0.131578947,0.078947368,0.131578947,0,0.026315789
2642,0.833333333,0,0,0,0.166666667,0
2643,1,0,0,0,0,0
2644,0.53030303,0.196969697,0.02020202,0.005050505,0.247474747,0
2647,0.5,0,0,0.5,0,0
2648,0.2,0.4,0.2,0,0.2,0
2649,0.75,0,0,0,0.25,0
2650,0.727272727,0.272727273,0,0,0,0
2651,0.5,0.166666667,0.166666667,0,0.166666667,0
2653,0.787878788,0.151515152,0.060606061,0,0,0
2654,0.647058824,0.156862745,0.058823529,0.058823529,0.078431373,0
2655,1,0,0,0,0,0
2656,1,0,0,0,0,0
2657,0.882352941,0,0.058823529,0,0.058823529,0
2658,0.333333333,0.444444444,0.222222222,0,0,0
2660,1,0,0,0,0,0
2661,0.951219512,0.048780488,0,0,0,0
2662,0.333333333,0.333333333,0.333333333,0,0,0
2663,0.448979592,0.306122449,0.020408163,0,0.224489796,0
2664,0.5,0.25,0.0625,0.125,0.0625,0
2665,0,1,0,0,0,0
2666,0.75,0.25,0,0,0,0
2667,0.333333333,0.333333333,0,0.166666667,0.166666667,0
2670,0.625,0.3125,0.0625,0,0,0
2671,0.707317073,0.170731707,0.097560976,0,0.024390244,0
2672,0.23015873,0.576719577,0.013888889,0.008597884,0.169312169,0.001322751
2674,1,0,0,0,0,0
2675,0.2,0.7,0,0,0.1,0
2676,0.695652174,0.217391304,0.043478261,0,0.043478261,0
2679,0.823529412,0.058823529,0.117647059,0,0,0
2680,0.5,0.25,0.25,0,0,0
2682,0.909090909,0,0,0.090909091,0,0
2683,0.638888889,0.12962963,0.009259259,0.009259259,0.212962963,0
2684,1,0,0,0,0,0
2685,0.772727273,0.136363636,0,0,0.090909091,0
2686,0.444444444,0.277777778,0.055555556,0.111111111,0.055555556,0.055555556
2687,0.660714286,0.285714286,0.017857143,0,0.035714286,0
2688,0.833333333,0.166666667,0,0,0,0
2689,0.636363636,0.181818182,0.090909091,0,0.090909091,0
2690,0,0.5,0,0,0.5,0
2691,0.5,0,0,0.5,0,0
2693,0.615384615,0.230769231,0,0.076923077,0.076923077,0
2694,0.833333333,0.111111111,0.018518519,0,0.037037037,0
2695,1,0,0,0,0,0
2696,0.574468085,0,0.308510638,0.117021277,0,0
2698,0.5,0.5,0,0,0,0
2700,0.961538462,0.038461538,0,0,0,0
2702,0.666666667,0.266666667,0.066666667,0,0,0
2704,0.5,0.25,0.25,0,0,0
2705,0.541401274,0.407643312,0.006369427,0.025477707,0.01910828,0
2706,0.830188679,0.075471698,0.044025157,0.006289308,0.044025157,0
2707,0.875,0,0,0,0.125,0
2709,0.444444444,0.333333333,0,0.222222222,0,0
2710,0.983516484,0.005494505,0,0.005494505,0.005494505,0
2711,0.595505618,0.04494382,0.033707865,0.033707865,0.292134831,0
2713,0.592592593,0.037037037,0.037037037,0.074074074,0.259259259,0
2714,0.833333333,0.166666667,0,0,0,0
2717,0.488811189,0.187412587,0.058741259,0.083216783,0.179020979,0.002797203
2719,0.666666667,0.166666667,0,0,0.166666667,0
2720,0.555555556,0.222222222,0,0,0.222222222,0
2721,0.666666667,0.2,0.133333333,0,0,0
2723,0.418604651,0.325581395,0,0,0.255813953,0
2724,0.714285714,0.142857143,0.142857143,0,0,0
2725,0.8,0,0.2,0,0,0
2726,0.455357143,0.089285714,0.0625,0.392857143,0,0
2727,0.8125,0.0625,0.0625,0.0625,0,0
2728,0.888888889,0,0,0,0.111111111,0
2731,0.328571429,0.657142857,0,0.014285714,0,0
2732,0.4,0.4,0,0,0.2,0
2733,0.833333333,0.166666667,0,0,0,0
2734,0.5,0,0.5,0,0,0
2738,0.777777778,0.111111111,0,0.111111111,0,0
2739,0.75,0,0.1,0.05,0.1,0
2740,0.271428571,0.526190476,0.013690476,0.00952381,0.17797619,0.001190476
2742,0.469565217,0.243478261,0.043478261,0.017391304,0.226086957,0
2743,0.583333333,0.166666667,0,0.083333333,0.166666667,0
2744,0.8,0.1,0.1,0,0,0
2745,0.75,0.1375,0.0375,0.025,0.05,0
2746,0,0,1,0,0,0
2748,0.666666667,0.333333333,0,0,0,0
2749,0.288503254,0.36406363,0.007592191,0.006507592,0.333333333,0
2750,0.5,0.5,0,0,0,0
2751,0.994096812,0.004132231,0.000590319,0,0.001180638,0
2753,0.299227799,0.357970215,0.007722008,0.006067292,0.329012686,0
2756,0.803921569,0.156862745,0.019607843,0,0.019607843,0
2757,0.426388889,0.19375,0.113194444,0.25,0.016666667,0
2758,1,0,0,0,0,0
2760,0.625,0.25,0,0,0.125,0
2762,0.625,0.25,0.125,0,0,0
2763,0.803278689,0.131147541,0.032786885,0,0.032786885,0
2764,0.625,0.125,0.125,0,0.125,0
2766,0.75,0.125,0.125,0,0,0
2767,0.421052632,0.315789474,0.105263158,0.157894737,0,0
2768,1,0,0,0,0,0
2769,0.590909091,0.227272727,0.136363636,0.045454545,0,0
2770,0.6,0.2,0,0,0.2,0
2771,0.75,0.125,0.0625,0,0.0625,0
2772,0.6,0.2,0.2,0,0,0
2773,0.6,0.2,0,0,0.2,0
2774,0.806060606,0.012121212,0.018181818,0.012121212,0.151515152,0
2775,0.333333333,0.666666667,0,0,0,0
2776,0.265868263,0.733532934,0,0.000598802,0,0
2778,0.520547945,0.452054795,0,0,0.02739726,0
2779,0.658227848,0.227848101,0.025316456,0.050632911,0.037974684,0
2780,0.636363636,0.036363636,0.236363636,0.036363636,0.054545455,0
2781,0.997937081,0,0.00051573,0.00051573,0.00103146,0
2782,0.756097561,0.170731707,0.048780488,0,0.024390244,0
2783,0.666666667,0.125,0,0.041666667,0.166666667,0
2784,0.135676493,0.702569917,0.004535147,0.156840514,0.000377929,0
2785,0.782608696,0.217391304,0,0,0,0
2786,0.846153846,0.076923077,0,0,0.076923077,0
2787,0.5,0.5,0,0,0,0
2788,0,1,0,0,0,0
2790,0.314301552,0.685144124,0.000554324,0,0,0
2791,0.23907455,0.56748072,0.014781491,0.008997429,0.168380463,0.001285347
2792,0.716535433,0.141732283,0.023622047,0,0.118110236,0
2793,0.533333333,0.2,0.1,0.033333333,0.133333333,0
2794,0.5,0.5,0,0,0,0
2795,1,0,0,0,0,0
2798,0.718309859,0.084507042,0.098591549,0.042253521,0.056338028,0
2799,0.8125,0.125,0.0625,0,0,0
2800,0.293505562,0.362396842,0.006817366,0.006099749,0.331180481,0
2801,1,0,0,0,0,0
2802,0.76201461,0.164167628,0.004998078,0.00461361,0.06343714,0.000768935
2803,0.5,0,0.25,0,0.25,0
2805,0.777777778,0.222222222,0,0,0,0
2806,0.726495726,0.213675214,0.025641026,0.008547009,0.025641026,0
2807,0.833333333,0.066666667,0.1,0,0,0
2808,0,1,0,0,0,0
2809,0.682539683,0.142857143,0.063492063,0.047619048,0.047619048,0.015873016
2810,1,0,0,0,0,0
2811,0.67826087,0.052173913,0.034782609,0.017391304,0.217391304,0
2812,0.466666667,0.288888889,0.022222222,0,0.222222222,0
2816,0.576923077,0.192307692,0.153846154,0.038461538,0.038461538,0
2817,0.76984127,0.134920635,0.031746032,0.031746032,0.031746032,0
2818,0.21297654,0.510997067,0.015395894,0.005865103,0.254398827,0.000366569
2820,0.965189873,0.014767932,0.019690577,0,0.000351617,0
2821,0.888888889,0.111111111,0,0,0,0
2822,0.962962963,0.018518519,0.018518519,0,0,0
2824,0.897435897,0.051282051,0,0.025641026,0,0.025641026
2825,0.334728033,0.443514644,0.037656904,0,0.184100418,0
2827,0.228956229,0.577104377,0.013468013,0.008754209,0.171043771,0.000673401
2828,0,1,0,0,0,0
2831,0.5,0.2,0.3,0,0,0
2832,0.809815951,0.079754601,0.012269939,0.030674847,0.067484663,0
2833,1,0,0,0,0,0
2835,0.75,0.083333333,0,0,0.166666667,0
2836,0.639534884,0.313953488,0.011627907,0.023255814,0.011627907,0
2838,0.846153846,0,0.076923077,0,0.076923077,0
2839,0.75,0.112903226,0.056451613,0.072580645,0.008064516,0
2840,0.333333333,0.333333333,0,0,0.333333333,0
2841,1,0,0,0,0,0
2842,0.84375,0.0625,0.03125,0.03125,0.03125,0
2843,0.538461538,0.153846154,0,0,0.307692308,0
2844,0.833333333,0.166666667,0,0,0,0
2845,0.474703892,0.227834179,0.006937394,0.007445008,0.282825719,0.000253807
2848,0.6,0,0.1,0,0.3,0
2849,1,0,0,0,0,0
2850,0.533333333,0.2,0.133333333,0.066666667,0.066666667,0
2851,1,0,0,0,0,0
2852,0.446808511,0.319148936,0,0,0.234042553,0
2854,1,0,0,0,0,0
2856,0.730769231,0.269230769,0,0,0,0
2859,0.253703704,0.558641975,0.014197531,0.011111111,0.161111111,0.001234568
3000,0.431812562,0.266815035,0.008654797,0.011745796,0.28060089,0.00037092
3001,0.369931117,0.341419587,0.00916442,0.00688829,0.272476789,0.000119796
3002,0.267127315,0.426198177,0.015436636,0.013378418,0.277418406,0.000441047
3003,0.26119403,0.503731343,0.01119403,0.003731343,0.220149254,0
3004,0.454545455,0.379370629,0.047202797,0.008741259,0.11013986,0
3005,0.289512555,0.429837518,0.014771049,0.05760709,0.208271787,0
3006,0.364482117,0.409758115,0.012404383,0.015298739,0.197436428,0.000620219
3007,0.606571627,0.175938804,0.029902643,0.032336579,0.154902643,0.000347705
3008,0.439446367,0.314878893,0.020761246,0,0.224913495,0
3009,0.316253002,0.396317054,0.010408327,0.006405124,0.270616493,0
3010,0.439489641,0.250757959,0.01042193,0.010042951,0.289224356,6.32E-05
3011,0.394403893,0.349391727,0.005109489,0.00486618,0.24622871,0
3012,0.238134431,0.356241427,0.248148148,0.020164609,0.137174211,0.000137174
3013,0.639846743,0.08045977,0.007662835,0.034482759,0.237547893,0
3014,0.247949527,0.512302839,0.032807571,0.011356467,0.194321767,0.00126183
3015,0.23387471,0.481670534,0.014617169,0.007656613,0.261948956,0.000232019
3016,0.430493274,0.34529148,0.022421525,0,0.201793722,0
3017,0.450946644,0.251290878,0.022375215,0.080895009,0.194492255,0
3018,0.714285714,0.13028292,0.137268599,0.012224939,0.005937827,0
3019,0.678571429,0.071428571,0.053571429,0.035714286,0.160714286,0
3020,0.383519553,0.550558659,0.027653631,0.001675978,0.036592179,0
3021,0.246978112,0.49199608,0.008820647,0.029728847,0.222149624,0.000326691
3022,0.298342541,0.497237569,0.005524862,0.016574586,0.182320442,0
3023,0.275,0.475,0.0125,0.008333333,0.229166667,0
3024,0.612648221,0.209486166,0.007905138,0.011857708,0.158102767,0
3025,0.699781659,0.184315866,0.015283843,0.005276565,0.094978166,0.000363901
3026,0.605277934,0.192588433,0.012352611,0.020213363,0.168444694,0.001122965
3027,0.369392265,0.366077348,0.010055249,0.010165746,0.243646409,0.000662983
3028,0.303901437,0.402277394,0.01026694,0.007466866,0.275340676,0.000746687
3029,0.326241135,0.34751773,0.007092199,0.205673759,0.113475177,0
3030,0.19266055,0.325688073,0.009174312,0.389908257,0.082568807,0
3035,0.360544218,0.380952381,0.013605442,0.013605442,0.231292517,0
3036,0.253521127,0.5,0.016431925,0.011737089,0.218309859,0
3040,0.363867684,0.374045802,0.007633588,0.012722646,0.24173028,0
3048,0.666666667,0.205128205,0.025641026,0,0.102564103,0
3052,0.33341182,0.324228867,0.00706381,0.00729927,0.327289852,0.000706381
3060,0.35725429,0.386895476,0.010920437,0.014040562,0.230889236,0
3061,0.225321556,0.613358128,0.018441035,0.0027894,0.140089881,0
3063,0.280916031,0.38778626,0.010687023,0.082442748,0.238167939,0
3066,0.448619632,0.306748466,0.010736196,0.00690184,0.226226994,0.000766871
3068,0.290052356,0.363699825,0.005584642,0.005933682,0.334729494,0
3072,0.166666667,0.547619048,0.023809524,0.015873016,0.246031746,0
3075,0.493273543,0.224215247,0.013452915,0.00896861,0.260089686,0
3079,0.43452381,0.327380952,0.017857143,0.011904762,0.208333333,0
3080,0.507839475,0.35314428,0.130469236,0.001924492,0.006622517,0
3100,0.282194481,0.379763469,0.005913272,0.005584757,0.326544021,0
3101,0.406975089,0.40227758,0.02633452,0.002704626,0.161708185,0
3102,0.868770764,0.093023256,0.00166113,0,0.03654485,0
3103,0.223809524,0.128571429,0.1,0.428571429,0.119047619,0
3104,0.265060241,0.578313253,0.006024096,0.012048193,0.138554217,0
3105,0.78125,0.09375,0,0,0.125,0
3111,0.523809524,0.214285714,0.023809524,0.071428571,0.166666667,0
3118,0.248101266,0.508860759,0.012658228,0.007594937,0.22278481,0
3121,0.316823899,0.341194969,0.006485849,0.005699686,0.329205975,0.000589623
3122,0.322580645,0.440860215,0.032258065,0.010752688,0.193548387,0
3124,0.228571429,0.457142857,0.114285714,0.114285714,0.085714286,0
3125,0.157303371,0.617977528,0.033707865,0.033707865,0.157303371,0
3137,0.310330493,0.396591145,0.030035336,0.130638121,0.131781334,0.000623571
3138,0.520231214,0.208092486,0.023121387,0.005780347,0.242774566,0
3139,0.563218391,0.16091954,0,0,0.275862069,0
3140,0.572463768,0.065217391,0.007246377,0.163043478,0.192028986,0
3141,0.814009662,0.070048309,0.012077295,0.004830918,0.099033816,0
3142,0.411764706,0.470588235,0.058823529,0,0.058823529,0
3143,0.443786982,0.289940828,0.029585799,0.023668639,0.213017751,0
3144,0.304761905,0.40952381,0.019047619,0.00952381,0.257142857,0
3145,0.428571429,0.285714286,0.071428571,0,0.214285714,0
3146,0.267730496,0.677304965,0.037234043,0.003546099,0.014184397,0
3147,0.6,0.1,0,0,0.3,0
3148,0.555555556,0.166666667,0.055555556,0,0.222222222,0
3149,0.238758708,0.56111463,0.024065864,0.009499683,0.16529449,0.001266624
3150,0.657142857,0.142857143,0,0,0.2,0
3151,0.444444444,0.111111111,0.111111111,0,0.333333333,0
3152,0.555555556,0.222222222,0.055555556,0.055555556,0.111111111,0
3153,0.448275862,0.25862069,0,0,0.293103448,0
3155,0.5,0.25,0,0,0.25,0
3156,0.571428571,0.285714286,0,0,0.142857143,0
3157,0.545454545,0.454545455,0,0,0,0
3158,0.606060606,0.121212121,0,0.03030303,0.242424242,0
3159,0.568181818,0.136363636,0.068181818,0.045454545,0.181818182,0
3160,0.4,0.3,0.1,0,0.2,0
3161,0.4,0.2,0.266666667,0,0.133333333,0
3162,0.444444444,0.222222222,0.222222222,0,0.111111111,0
3163,0.772997033,0.227002967,0,0,0,0
4001,0.316977855,0.423360834,0.021276596,0.01042119,0.22752931,0.000434216
4002,0.598524763,0.150684932,0.016859852,0.010537408,0.222339305,0.001053741
4003,0.266587678,0.158767773,0.550552923,0.001579779,0.022511848,0
4004,0.8125,0.107142857,0,0.026785714,0.053571429,0
4005,0.782894737,0.131578947,0.019736842,0.009868421,0.055921053,0
4006,0.315789474,0.631578947,0,0,0.052631579,0
4008,0.247685185,0.538773148,0.014467593,0.021990741,0.175925926,0.001157407
4009,0.833333333,0,0.166666667,0,0,0
4011,0.631578947,0.210526316,0.026315789,0,0.131578947,0
4015,0.401309164,0.262336354,0.02366566,0.006545821,0.305135952,0.001007049
4016,0.437181891,0.326814894,0.014465577,0.01259041,0.208143584,0.000803643
4017,0.584440228,0.235294118,0.011385199,0.011385199,0.157495256,0
4018,0.283505155,0.319587629,0.030927835,0.144329897,0.211340206,0.010309278
4020,0.20802005,0.458646617,0.010025063,0.005012531,0.318295739,0
4021,0.735280482,0.148354196,0.013444599,0.006026889,0.096430227,0.000463607
4027,0.612903226,0.258064516,0.032258065,0.032258065,0.064516129,0
4028,0.727559055,0.044094488,0.020472441,0.007874016,0.198425197,0.001574803
4029,0.238178634,0.51619965,0.009194396,0.007443082,0.22854641,0.000437828
4031,0.596571429,0.154285714,0.019428571,0.010285714,0.218285714,0.001142857
4033,0.533559322,0.195254237,0.032542373,0.010847458,0.226440678,0.001355932
4035,0.517241379,0.275862069,0.068965517,0.034482759,0.103448276,0
4036,0.576271186,0.167372881,0.018008475,0.008474576,0.228813559,0.001059322
4037,0.290345314,0.363284003,0.005990134,0.006694856,0.333685694,0
4039,0.289073306,0.455048409,0.015905947,0.01175657,0.228215768,0
4040,0.195104129,0.663134819,0.128607965,0.001826818,0.01132627,0
4041,0.402317881,0.330711921,0.011175497,0.009519868,0.24544702,0.000827815
4042,0.666666667,0.333333333,0,0,0,0
4045,0.6,0.333333333,0.066666667,0,0,0
4046,0.272662214,0.494990458,0.012166031,0.010019084,0.209446565,0.000715649
4047,0.963855422,0.036144578,0,0,0,0
4048,0.8,0,0,0,0.2,0
4050,0.203639515,0.56152513,0.013864818,0.012131716,0.20797227,0.000866551
4054,0.403753819,0.328677433,0.0139677,0.010039284,0.243561763,0
4057,0.666666667,0.222222222,0,0,0.111111111,0
4058,0.211019284,0.541046832,0.007162534,0.009917355,0.229752066,0.001101928
4059,0.65,0.1,0.05,0.05,0.15,0
4061,0.391636142,0.346306471,0.023962149,0.012057387,0.225579976,0.000457875
4062,1,0,0,0,0,0
4063,0.576923077,0.230769231,0.051282051,0.051282051,0.08974359,0
4064,0.875,0.125,0,0,0,0
4066,0.311261479,0.3479942,0.006766554,0.005799903,0.327936201,0.000241663
4067,0.423501034,0.311164714,0.077532736,0.015161957,0.172639559,0
4068,0.376701471,0.338216804,0.028426174,0.010823812,0.245449079,0.00038266
4069,0.376237624,0.445544554,0.02970297,0.00990099,0.138613861,0
4070,0.361050328,0.361050328,0.062727936,0.018234865,0.196936543,0
4071,0.343125734,0.385428907,0.021151586,0.024676851,0.225616921,0
4072,0.65,0.25,0.05,0,0.05,0
4073,0.57208238,0.249427918,0.013729977,0.013729977,0.151029748,0
4074,0.178606477,0.704939483,0.003925417,0.038599935,0.01537455,0.058554138
4075,0.658431373,0.202352941,0.106666667,0.001568627,0.030588235,0.000392157
4076,0.239370079,0.469291339,0.042519685,0.007874016,0.240944882,0
4077,0.411391996,0.300640072,0.008663606,0.007952415,0.270963988,0.000387923
4079,0.816556914,0.158984008,0.024459078,0,0,0
4080,0.415329768,0.397504456,0.021390374,0.058823529,0.106951872,0
4081,0.55,0.325,0.025,0.0625,0.0375,0
4084,0.696969697,0.151515152,0.03030303,0,0.121212121,0
4085,0.492537313,0.246268657,0.111940299,0.037313433,0.104477612,0.007462687
4086,0.777777778,0.111111111,0,0.111111111,0,0
4087,0.643678161,0.114942529,0.045977011,0.034482759,0.16091954,0
4089,0.454933402,0.238135264,0.03517393,0.037566274,0.233673865,0.000517264
4091,0.505813953,0.25,0.040697674,0.023255814,0.180232558,0
4093,0.666666667,0.333333333,0,0,0,0
4095,0.43902439,0.254302807,0.007455131,0.007915324,0.290934192,0.000368155
4096,0.396226415,0.320754717,0,0.018867925,0.264150943,0
4098,0.5,0.5,0,0,0,0
4102,0.336743393,0.406649616,0.017050298,0.013640239,0.225916454,0
4104,0.459016393,0.278688525,0,0.016393443,0.245901639,0
4105,0.9375,0.0625,0,0,0,0
4106,0.481927711,0.265060241,0,0.012048193,0.240963855,0
4108,0.468458239,0.26987131,0.01450921,0.007948524,0.238834217,0.000378501
4109,0.637931034,0.103448276,0.051724138,0.068965517,0.120689655,0.017241379
4110,0.90625,0.09375,0,0,0,0
4111,0.657894737,0.184210526,0.026315789,0.026315789,0.078947368,0.026315789
4114,0.325,0.41875,0.01875,0.01875,0.21875,0
4115,0.322939179,0.40969435,0.010805804,0.023772769,0.231552948,0.001234949
4116,0.5,0.357142857,0.107142857,0,0.035714286,0
4117,0.462805663,0.305534106,0.018275418,0.012355212,0.200514801,0.000514801
4118,0.529739777,0.05204461,0.120817844,0.289962825,0.007434944,0
4119,0.489795918,0.326530612,0,0.040816327,0.12244898,0.020408163
4121,0.397525911,0.483116015,0.010364427,0.007021063,0.101303912,0.000668673
4122,0.571428571,0.114285714,0.057142857,0.228571429,0.028571429,0
4123,0.5,0.272479564,0.025885559,0.01226158,0.189373297,0
4124,0.278644672,0.440481498,0.012929113,0.045028979,0.136870263,0.086045475
4125,0.264831514,0.462980541,0.05339345,0.008542952,0.209776934,0.000474608
4126,0,1,0,0,0,0
4128,0.636363636,0.272727273,0,0.090909091,0,0
4129,0.142857143,0.298701299,0.051948052,0.051948052,0.454545455,0
4130,0.625,0.160714286,0,0.017857143,0.196428571,0
4133,0.140562249,0.415662651,0.373493976,0.004016064,0.06626506,0
4135,0.491408935,0.257731959,0.020618557,0.020618557,0.206185567,0.003436426
4136,0.618534483,0.125718391,0.022988506,0.006465517,0.224856322,0.001436782
4138,0.869047619,0.083333333,0,0,0.047619048,0
4140,0.958333333,0.027777778,0,0.013888889,0,0
4141,0.2,0.236363636,0.527272727,0,0.036363636,0
4142,0.224747475,0.502525253,0.015151515,0.03030303,0.224747475,0.002525253
4143,0.666666667,0.166666667,0,0,0.166666667,0
4145,0.5,0.25,0,0,0.25,0
4146,0.642857143,0.214285714,0,0,0.142857143,0
4147,0.402173913,0.391304348,0.043478261,0,0.163043478,0
4148,0.357843672,0.385097569,0.037174316,0.01286384,0.206202987,0.000817617
4149,0.19168357,0.215010142,0.022312373,0.561866126,0.009127789,0
4153,0.726631393,0.029982363,0.015873016,0.008818342,0.216931217,0.001763668
4155,0.9,0.1,0,0,0,0
4157,0.727272727,0.163636364,0.054545455,0.036363636,0.018181818,0
4159,0.667883212,0.215328467,0.054744526,0.003649635,0.058394161,0
4160,0.258708778,0.446818393,0.0102183,0.121690664,0.148629819,0.013934046
4161,0.702702703,0.162162162,0,0,0.135135135,0
4163,0.735294118,0.235294118,0.014705882,0,0.014705882,0
4164,0.460431655,0.237410072,0,0.007194245,0.294964029,0
4165,0.28125,0.375,0,0.03125,0.3125,0
4166,0.777777778,0.111111111,0.055555556,0,0.055555556,0
4167,0.904761905,0.047619048,0,0,0.047619048,0
4168,0.666666667,0,0,0.111111111,0.222222222,0
4169,0.596119929,0.242504409,0.015873016,0.009700176,0.135802469,0
4170,0.625,0.2,0.025,0.0125,0.125,0.0125
4171,0.404255319,0.29787234,0,0.021276596,0.276595745,0
4172,0.421052632,0.421052632,0.105263158,0,0.052631579,0
4173,0.756756757,0.135135135,0.054054054,0.027027027,0.027027027,0
4174,0.543859649,0.245614035,0.029824561,0.015789474,0.164912281,0
4176,0.340532396,0.417378202,0.013058764,0.011551984,0.217478654,0
4177,0.5,0.267857143,0,0,0.232142857,0
4178,0.462857143,0.227792208,0.008831169,0.01012987,0.28987013,0.000519481
4179,0.305210184,0.364416815,0.007400829,0.007104796,0.315867377,0
4180,0.698630137,0.178082192,0.02739726,0.054794521,0.04109589,0
4181,0.997731397,0.001814882,0,0.000453721,0,0
4182,0.548314607,0.204494382,0.029213483,0.015730337,0.202247191,0
4183,0.62295082,0.180327869,0.163934426,0,0.032786885,0
4184,0.2,0.1,0.06,0.06,0.58,0
4185,0.613095238,0.245859213,0.113095238,0.021480331,0.006469979,0
4186,0.962962963,0,0.012345679,0.024691358,0,0
4188,0.517497349,0.186638388,0.006362672,0.009544008,0.279957582,0
4189,0.635,0.3,0.015,0.015,0.035,0
4191,0.505376344,0.268817204,0.032258065,0.032258065,0.161290323,0
4193,0.286677289,0.27123422,0.010785635,0.36315725,0.029537934,0.038607673
4194,0.471302891,0.233347298,0.017176372,0.013824885,0.264348555,0
4196,0.488636364,0.238636364,0.017045455,0.011363636,0.244318182,0
4197,0.470588235,0.254901961,0.019607843,0.039215686,0.215686275,0
4198,0.684210526,0.315789474,0,0,0,0
4199,0.588235294,0.294117647,0,0,0.117647059,0
4200,0.164383562,0.520547945,0.006849315,0.006849315,0.301369863,0
4201,0.227424749,0.550167224,0.014214047,0.007525084,0.199832776,0.00083612
4202,0.338235294,0.573529412,0,0,0.088235294,0
4203,0.785714286,0.142857143,0,0,0.071428571,0
4204,0.4,0.3,0,0,0.3,0
4205,0.69047619,0.261904762,0.047619048,0,0,0
4206,0.161725067,0.811320755,0.013477089,0.002695418,0.010781671,0
4207,0.235101506,0.573018991,0.013752456,0.007858546,0.168958743,0.001309758
4208,0.475409836,0.163934426,0.114754098,0,0.245901639,0
4209,0.826923077,0.134615385,0.019230769,0,0.019230769,0
4210,0.75,0,0,0,0.25,0
4211,0,0,1,0,0,0
4212,0.457174032,0.230496454,0.009819967,0.00954719,0.29268958,0.000272777
4213,0.571428571,0.428571429,0,0,0,0
4214,0.75,0.25,0,0,0,0
4215,1,0,0,0,0,0
100000,0.360227489,0.310435159,0.007182054,0.006393245,0.315572154,0.000189898
100001,0.399109405,0.27645973,0.006465675,0.006835887,0.310988518,0.000140785
100002,0.355965365,0.334126512,0.008473792,0.005525811,0.295683786,0.000224734
100003,0.428707645,0.224023105,0.002904643,0.002381035,0.341900897,8.27E-05
100004,0.300559386,0.377419623,0.005289247,0.004292321,0.312107114,0.000332309
100005,0.305274573,0.354851827,0.00426134,0.003549704,0.331816873,0.000245684
100007,0.341691874,0.311662502,0.033653354,0.004003916,0.308827612,0.000160741
100017,0.40860822,0.278038455,0.011465867,0.01116599,0.29054507,0.000176398
100018,0.381376404,0.32505618,0.017022472,0.012219101,0.264129213,0.000196629
100020,0.390107227,0.283875137,0.006836677,0.005110501,0.313934405,0.000136053
100022,0.376768118,0.323247775,0.008820725,0.007171805,0.283753179,0.000238398
100023,0.376078014,0.306846878,0.007147055,0.005971761,0.303718057,0.000238235
100028,0.457803993,0.078039927,0.46415608,0,0,0
100030,0.484174223,0.291594816,0.075985982,0.074484063,0.069533293,0.004227624
100109,0.270521056,0.118486795,0.027123483,0.058529622,0.525339044,0
100110,0.443274854,0.278362573,0.009356725,0.007017544,0.261988304,0
100117,0.463235294,0.345588235,0.014705882,0.014705882,0.161764706,0
100118,0.379120879,0.461538462,0.021978022,0.005494505,0.131868132,0
100119,0.546666667,0.306666667,0.04,0,0.106666667,0
100120,0.607535322,0.094191523,0.01255887,0.01255887,0.273155416,0
